cluster,cluster_size,uncertainty,centroid_uncertainty,host_entropy,short_entropy,time_span,true_attack_alerts,true_attack_ratio
3353,6,0.23273657281830742,0.002353637661682284,1.0,-0.0,2.0,0,0.0
2971,6,0.23273020099800087,0.002339478061001099,1.0,-0.0,2.0,0,0.0
3384,6,0.23272521629893403,0.0023284009519636273,1.0,-0.0,2.0,0,0.0
1065,6,0.2327247325216968,0.0022347332988438273,1.0,-0.0,5.0,0,0.0
5925,6,0.23272464285520786,0.0022653982375103743,1.0,-0.0,4.0,0,0.0
875,6,0.23271497195838506,0.0021513147630893847,1.0,-0.0,7.0,0,0.0
3143,6,0.2327107883227943,0.002203746190171607,1.0,-0.0,5.0,0,0.0
5774,6,0.23271055241462563,0.0022649503448585184,1.0,-0.0,3.0,0,0.0
4835,6,0.23271045021011247,0.002233859026187335,1.0,-0.0,4.0,0,0.0
3226,6,0.23270718309902927,0.0021648703842740424,1.0,-0.0,6.0,0,0.0
3047,6,0.23270177236969333,0.0022145749363670086,1.0,-0.0,4.0,0,0.0
4332,6,0.23270011575722427,0.0021491651802629796,1.0,-0.0,6.0,0,0.0
1067,6,0.23269241032385846,0.0021629061925364512,1.0,-0.0,5.0,0,0.0
1870,6,0.23267375992433015,0.0020905966627204897,1.0,-0.0,6.0,0,0.0
5772,6,0.23267357730457447,0.002213647631164606,1.0,-0.0,2.0,0,0.0
5725,6,0.23267228498342085,0.0021799116088478954,1.0,-0.0,3.0,0,0.0
5112,6,0.23267105987459724,0.002238917539857166,1.0,-0.0,1.0,0,0.0
3092,6,0.23266718316001297,0.0021994384210279883,1.0,-0.0,2.0,0,0.0
2031,6,0.23266367592879136,0.0021916445738688894,1.0,-0.0,2.0,0,0.0
2023,6,0.2326614530554384,0.0021558406577758538,1.0,-0.0,3.0,0,0.0
5914,6,0.23265829936715027,0.0020562398689873973,1.0,-0.0,6.0,0,0.0
5773,6,0.23264580800301357,0.002090209677078625,1.0,-0.0,4.0,0,0.0
924,6,0.23263988690179063,0.002077051674361008,1.0,-0.0,4.0,0,0.0
901,6,0.23262993865452458,0.0019623518656216588,1.0,-0.0,7.0,0,0.0
5356,6,0.23261927199944957,0.0019386481876771944,1.0,-0.0,7.0,0,0.0
206,6,0.23261793159963373,0.0020899905090741022,1.0,-0.0,2.0,0,0.0
754,6,0.23261464998891096,0.0019592412506778123,1.0,-0.0,6.0,0,0.0
1741,6,0.23261136398974108,0.00201366742536202,1.0,-0.0,4.0,0,0.0
2904,6,0.2325912965450718,0.002061665696467263,1.0,-0.0,1.0,0,0.0
2907,6,0.2325834467411385,0.001859036502541489,1.0,-0.0,7.0,0,0.0
4253,6,0.2325799208945168,0.0019129296828882536,1.0,-0.0,5.0,0,0.0
118,6,0.23257560326275617,0.0018724707481115876,1.0,-0.0,6.0,0,0.0
2188,6,0.23257511475620385,0.0018713851779953439,1.0,-0.0,6.0,0,0.0
1723,6,0.2325739853383561,0.0018688753605559105,1.0,-0.0,6.0,0,0.0
3321,6,0.2325655750847448,0.0018810501056171214,1.0,-0.0,5.0,0,0.0
5916,6,0.23255829278082887,0.0019574598006188992,1.0,-0.0,2.0,0,0.0
1986,6,0.23253428429473347,0.0018423792142340245,1.0,-0.0,4.0,0,0.0
2047,6,0.2325341302122367,0.0018420368086856653,1.0,-0.0,4.0,0,0.0
5770,6,0.2325316243066828,0.0019290607222695044,1.0,-0.0,1.0,0,0.0
2176,6,0.2325255702050412,0.0017304219778807584,1.0,-0.0,7.0,0,0.0
5176,6,0.2325189014010949,0.001900787598740905,1.0,-0.0,1.0,0,0.0
3042,6,0.23251677711590865,0.001803474372401026,1.0,-0.0,4.0,0,0.0
5164,6,0.23250992301450304,0.0017882430359441592,1.0,-0.0,4.0,0,0.0
5536,6,0.23249399294016002,0.0018454354633300474,1.0,-0.0,1.0,0,0.0
3237,6,0.2324932612874104,0.0016586243831456793,1.0,-0.0,7.0,0,0.0
2154,6,0.23248662235938183,0.001705599604810537,1.0,-0.0,5.0,0,0.0
794,6,0.23248361277012972,0.0017915042212873766,1.0,-0.0,2.0,0,0.0
8053,14,0.2324824192433932,0.0032111198952816666,0.5916727785823275,0.5916727785823275,6.0,0,0.0
5941,6,0.232468981281947,0.0018207181981653164,1.0,-0.0,0.0,0,0.0
2156,6,0.23246676003138433,0.0016614610981494637,1.0,-0.0,5.0,0,0.0
630,6,0.23246474244205412,0.0016569775663045627,1.0,-0.0,5.0,0,0.0
1235,6,0.23246109221026906,0.0017105943351772845,1.0,-0.0,3.0,0,0.0
3340,6,0.23244765416470894,0.0016498678141795287,1.0,-0.0,4.0,0,0.0
1188,6,0.23244462887963468,0.00155055236586632,1.0,-0.0,7.0,0,0.0
5633,6,0.23243294305397844,0.0016480406545315018,1.0,-0.0,3.0,0,0.0
1036,6,0.23243194310179274,0.0015223617484397822,1.0,-0.0,7.0,0,0.0
4781,6,0.23242955879701768,0.001609655885976724,1.0,-0.0,4.0,0,0.0
3339,6,0.2324255396631688,0.0015389960823619653,1.0,-0.0,6.0,0,0.0
1105,6,0.2324044954701177,0.0014922312089150624,1.0,-0.0,6.0,0,0.0
815,6,0.23240433119241904,0.0016461871350167412,1.0,-0.0,1.0,0,0.0
723,6,0.2324021941160726,0.0015179812863456155,1.0,-0.0,5.0,0,0.0
3118,6,0.2323919487133023,0.001433485329572104,1.0,-0.0,7.0,0,0.0
2189,6,0.2323900727857172,0.0016145017867903455,1.0,-0.0,1.0,0,0.0
5160,6,0.23238138429174693,0.00153346562735035,1.0,-0.0,3.0,0,0.0
4210,6,0.23237613309276517,0.0015526604938106425,1.0,-0.0,2.0,0,0.0
787,6,0.23236952820110202,0.0014145261666579367,1.0,-0.0,6.0,0,0.0
907,6,0.23236753475961536,0.0015026888892801793,1.0,-0.0,3.0,0,0.0
2187,6,0.23236172757841111,0.0014897840421596031,1.0,-0.0,3.0,0,0.0
407,6,0.23236003778094572,0.001424300541619239,1.0,-0.0,5.0,0,0.0
689,6,0.23235596358212726,0.0014152467664670931,1.0,-0.0,5.0,0,0.0
3045,6,0.23235447849112165,0.0015045391568250244,1.0,-0.0,2.0,0,0.0
756,6,0.23234799729764768,0.0015210007021915217,1.0,-0.0,1.0,0,0.0
220,6,0.23234242604893457,0.0014777559519648653,1.0,-0.0,2.0,0,0.0
4682,6,0.2323412063878361,0.001413317198906472,1.0,-0.0,4.0,0,0.0
7731,6,0.23234102625897574,0.0014437811100810327,1.0,-0.0,3.0,0,0.0
3222,6,0.2323330876198409,0.001426139689781336,1.0,-0.0,3.0,0,0.0
3268,6,0.23233267627953902,0.0015178181928142687,1.0,-0.0,0.0,0,0.0
1074,6,0.2323299997714271,0.0015118703970099512,1.0,-0.0,0.0,0,0.0
2000,6,0.2323195666523711,0.0012726363052806278,1.0,-0.0,7.0,0,0.0
4227,6,0.23231463154267076,0.0014468545800205845,1.0,-0.0,1.0,0,0.0
1064,6,0.23229891424660945,0.0013193346628472824,1.0,-0.0,4.0,0,0.0
2205,6,0.23229589650320484,0.0013126285663925819,1.0,-0.0,4.0,0,0.0
694,6,0.2322876057872933,0.001294204753255812,1.0,-0.0,4.0,0,0.0
211,6,0.2322863279868862,0.0012296368017339354,1.0,-0.0,6.0,0,0.0
2174,6,0.23228108033029587,0.0012179753426443396,1.0,-0.0,6.0,0,0.0
4085,6,0.23227885986307206,0.00130563356362845,1.0,-0.0,3.0,0,0.0
3220,6,0.23227823435109896,0.0013968361296140541,1.0,-0.0,0.0,0,0.0
1853,6,0.2322752915966501,0.0012051114900981652,1.0,-0.0,6.0,0,0.0
4965,6,0.232265052601926,0.0011514939709581506,1.0,-0.0,7.0,0,0.0
2999,6,0.23226458762895283,0.0013047816853387628,1.0,-0.0,2.0,0,0.0
1069,6,0.2322635778265798,0.001271673482534541,1.0,-0.0,3.0,0,0.0
1964,6,0.23226174720294004,0.0013293338250633946,1.0,-0.0,1.0,0,0.0
4158,6,0.23225838475220473,0.0011675407246639624,1.0,-0.0,6.0,0,0.0
1886,6,0.23225630012433576,0.0012863650084119493,1.0,-0.0,2.0,0,0.0
3070,6,0.23223869948866813,0.0012472524847061406,1.0,-0.0,2.0,0,0.0
3080,6,0.23223862610337134,0.001247089406268831,1.0,-0.0,2.0,0,0.0
3961,6,0.2322356113835009,0.001116933238655471,1.0,-0.0,6.0,0,0.0
1581,6,0.23223228165945387,0.0011403980494151256,1.0,-0.0,5.0,0,0.0
705,6,0.23222780887927785,0.0010687301428511375,1.0,-0.0,7.0,0,0.0
722,6,0.23222108030461464,0.0011772345448340937,1.0,-0.0,3.0,0,0.0
5929,6,0.23221954982868495,0.0010503766970891837,1.0,-0.0,7.0,0,0.0
4795,6,0.23221931241784108,0.0011115775124977967,1.0,-0.0,5.0,0,0.0
1882,6,0.2322146077840599,0.0011628511658235974,1.0,-0.0,3.0,0,0.0
2218,6,0.23221048121230353,0.0010919526113032374,1.0,-0.0,5.0,0,0.0
3107,6,0.23219006158731853,0.0010465756668921466,1.0,-0.0,5.0,0,0.0
4299,6,0.23218785865704758,0.0011960012539443676,1.0,-0.0,0.0,0,0.0
3064,6,0.23218624279081532,0.0010380894524405493,1.0,-0.0,5.0,0,0.0
3314,6,0.23218229470517351,0.001121908521384718,1.0,-0.0,2.0,0,0.0
814,6,0.23218216548662754,0.0010290287764677108,1.0,-0.0,5.0,0,0.0
484,6,0.23217088508083117,0.0009730970105005232,1.0,-0.0,6.0,0,0.0
3233,6,0.23217074405976415,0.0010962404204750698,1.0,-0.0,2.0,0,0.0
520,6,0.2321641057676033,0.000988896067524947,1.0,-0.0,5.0,0,0.0
4964,6,0.23215170167975824,0.0009304672303384054,1.0,-0.0,6.0,0,0.0
1989,6,0.23214872653826044,0.0009855841998495096,1.0,-0.0,4.0,0,0.0
5066,6,0.23214369128049875,0.0010669873307493916,1.0,-0.0,1.0,0,0.0
5072,6,0.23213629623497245,0.0008653687110613539,1.0,-0.0,7.0,0,0.0
977,6,0.23212267902141354,0.0010511576192020478,1.0,-0.0,0.0,0,0.0
5119,6,0.23211565562454317,0.0009429574780086547,1.0,-0.0,3.0,0,0.0
5355,6,0.23210755086023813,0.00095581108819498,1.0,-0.0,2.0,0,0.0
8598,6,0.23210552891158664,0.0010130462640312032,-0.0,1.0,0.0,0,0.0
2186,6,0.2321036230752438,0.0009162184795655781,1.0,-0.0,3.0,0,0.0
5234,6,0.2320935354609066,0.0008320731637545542,1.0,-0.0,5.0,0,0.0
776,6,0.23209155359822964,0.0009819900121267322,1.0,-0.0,0.0,0,0.0
1850,6,0.23208803853169213,0.0008815861605618869,1.0,-0.0,3.0,0,0.0
3822,6,0.23208796231252116,0.0008814167846263876,1.0,-0.0,3.0,0,0.0
5408,6,0.2320864066060587,0.0009396880542159591,1.0,-0.0,1.0,0,0.0
1246,6,0.2320763197306055,0.0008555443803693885,1.0,-0.0,3.0,0,0.0
1857,6,0.23207485705420064,0.0008214297908276658,1.0,-0.0,4.0,0,0.0
259,6,0.2320665232059491,0.0008646385231082521,1.0,-0.0,2.0,0,0.0
780,6,0.2320493681648897,0.0008265162096429135,1.0,-0.0,2.0,0,0.0
7529,6,0.23204418359230009,0.0006606739495672587,1.0,-0.0,7.0,0,0.0
5014,6,0.23204015849110343,0.0007134576753030641,1.0,-0.0,5.0,0,0.0
1321,6,0.23202703623347135,0.0006842971027872791,1.0,-0.0,5.0,0,0.0
7218,6,0.2320251782941081,0.0007727609412393477,1.0,-0.0,2.0,0,0.0
5120,6,0.2320218116908575,0.0006726870080898673,1.0,-0.0,5.0,0,0.0
2095,6,0.2320197317772576,0.0006989291753987104,1.0,-0.0,4.0,0,0.0
690,6,0.2320155626531724,0.0006588002576785046,1.0,-0.0,5.0,0,0.0
120,6,0.23201356552488442,0.0007469547874089377,1.0,-0.0,2.0,0,0.0
8847,6,0.23201123359560016,0.0006491801297402455,1.0,-0.0,5.0,0,0.0
1965,6,0.2320104575924536,0.0008017766659577097,1.0,-0.0,0.0,0,0.0
400,6,0.23199931858706116,0.0006535665305177352,1.0,-0.0,4.0,0,0.0
4271,6,0.23199157262529935,0.0006672174796890085,1.0,-0.0,3.0,0,0.0
1736,6,0.2319860539204726,0.0006549536911851783,1.0,-0.0,3.0,0,0.0
1941,6,0.23197961352844576,0.0006715059064341666,1.0,-0.0,2.0,0,0.0
182,6,0.23197492590874993,0.0006610889737768133,1.0,-0.0,2.0,0,0.0
7187,6,0.23196084537899248,0.0005372063150564932,1.0,-0.0,5.0,0,0.0
966,6,0.23195678405297349,0.0004973169485945617,1.0,-0.0,6.0,0,0.0
1951,6,0.2319522672461451,0.0006724647852721644,1.0,-0.0,0.0,0,0.0
3308,6,0.23194337075518923,0.0004366454226542027,1.0,-0.0,7.0,0,0.0
641,6,0.23194326249095942,0.0005598616256002886,1.0,-0.0,3.0,0,0.0
6663,6,0.23194070412380302,0.00043071957512930137,1.0,-0.0,7.0,0,0.0
3253,6,0.23193771771393706,0.0005475398988840086,1.0,-0.0,3.0,0,0.0
6939,6,0.23193678578969026,0.0004220121659898046,1.0,-0.0,7.0,0,0.0
111,6,0.2319367540056664,0.0005145341274183091,1.0,-0.0,4.0,0,0.0
2021,6,0.23193537779874643,0.00041888329722572504,1.0,-0.0,7.0,0,0.0
8340,6,0.23193486797401164,0.0004794787484323493,1.0,-0.0,5.0,0,0.0
5029,6,0.2319316036595193,0.0005339531112888984,1.0,-0.0,3.0,0,0.0
7632,6,0.23192918124629544,0.0004051131806680486,1.0,-0.0,7.0,0,0.0
4984,6,0.23191143045078388,0.0005199879560744414,1.0,-0.0,2.0,0,0.0
4953,6,0.2319085520452955,0.000513591499433641,1.0,-0.0,2.0,0,0.0
8450,6,0.23190294994311686,0.0003468213958267574,1.0,-0.0,7.0,0,0.0
2324,6,0.23189700527924348,0.0004262036242562717,1.0,-0.0,4.0,0,0.0
7387,6,0.23189200122621567,0.00032249091382408057,1.0,-0.0,7.0,0,0.0
7493,6,0.23187857403198897,0.0003235169019623063,1.0,-0.0,6.0,0,0.0
6647,6,0.2318776028417626,0.00032135870145921785,1.0,-0.0,6.0,0,0.0
9066,6,0.23187663625331645,0.00031921072713447796,1.0,-0.0,6.0,0,0.0
5172,6,0.23187127670850327,0.00027643643001873386,1.0,-0.0,7.0,0,0.0
387,6,0.2318685905028316,0.00039392387420511543,1.0,-0.0,3.0,0,0.0
1399,6,0.23186592412313195,0.0003879985859837065,1.0,-0.0,3.0,0,0.0
7364,6,0.23185573427924852,0.00024189769834148667,1.0,-0.0,7.0,0,0.0
5042,6,0.23185421887279692,0.0004237153136342764,1.0,-0.0,1.0,0,0.0
7277,6,0.23185408481644054,0.0003616890155583308,1.0,-0.0,3.0,0,0.0
6978,6,0.23185367728047904,0.00032991918255742547,1.0,-0.0,4.0,0,0.0
7569,6,0.23184845945497787,0.00038005240983884914,1.0,-0.0,2.0,0,0.0
5427,6,0.23184662464086725,0.00043770344021032415,1.0,-0.0,0.0,0,0.0
7298,6,0.2318450090949159,0.00034152074550364286,1.0,-0.0,3.0,0,0.0
566,6,0.23184395322832158,0.00030831017776311587,1.0,-0.0,4.0,0,0.0
1816,6,0.23184322943895247,0.0002758375594119622,1.0,-0.0,5.0,0,0.0
6634,6,0.23184059443638821,0.00033171039321988616,1.0,-0.0,3.0,0,0.0
5137,6,0.23183898039026463,0.00023553103146378707,1.0,-0.0,6.0,0,0.0
7649,6,0.2318366626636139,0.00032297312038809256,1.0,-0.0,3.0,0,0.0
8455,6,0.23183148600999884,0.000342333643218784,1.0,-0.0,2.0,0,0.0
8532,6,0.23182891091122482,0.0003983395965604375,-0.0,1.0,0.0,0,0.0
3820,6,0.23182667251403546,0.0002699085904606102,1.0,-0.0,4.0,0,0.0
7505,6,0.23182613815715347,0.0003304495257846485,1.0,-0.0,2.0,0,0.0
6931,6,0.23182148715059742,0.000289249758129162,1.0,-0.0,3.0,0,0.0
996,6,0.23182062150798025,0.00022559771280705743,1.0,-0.0,5.0,0,0.0
6450,6,0.23182045582737348,0.0001943653361501374,1.0,-0.0,6.0,0,0.0
525,6,0.23181755845159396,0.00037311190849187437,1.0,-0.0,0.0,0,0.0
8963,6,0.23181257676725386,0.0001768563136620438,1.0,-0.0,6.0,0,0.0
1111,6,0.23180952148807948,0.00017006680438569344,1.0,-0.0,6.0,0,0.0
3280,6,0.23180785890544603,0.00022810057137301332,1.0,-0.0,4.0,0,0.0
7258,6,0.23180373026480094,0.00012633322179134154,1.0,-0.0,7.0,0,0.0
8953,6,0.23180318208019773,0.00024857182390769506,1.0,-0.0,3.0,0,0.0
8609,6,0.2318013043145037,0.00024439901125428154,1.0,-0.0,3.0,0,0.0
4057,6,0.23180004711188776,0.00021074103013241086,1.0,-0.0,4.0,0,0.0
8587,6,0.23179992029811916,0.00024132341928861933,1.0,-0.0,3.0,0,0.0
7257,6,0.23179806551673465,0.000175473287816863,1.0,-0.0,5.0,0,0.0
3998,6,0.23179770902337982,0.00017468108036167163,1.0,-0.0,5.0,0,0.0
628,6,0.2317976797843843,0.00011288770975437235,1.0,-0.0,7.0,0,0.0
8583,6,0.23179529883339187,0.00026191769520333974,1.0,-0.0,2.0,0,0.0
4879,6,0.23179297876912283,0.00019503360176587048,1.0,-0.0,4.0,0,0.0
6254,6,0.23179220954401572,0.00016246001510811237,1.0,-0.0,5.0,0,0.0
6651,6,0.2317894094472844,0.0001871017754583315,1.0,-0.0,4.0,0,0.0
8702,6,0.23178825196651506,0.0002462579910326168,1.0,-0.0,2.0,0,0.0
6618,6,0.2317878589560243,0.0002762488319173473,1.0,-0.0,1.0,0,0.0
8490,6,0.23178070872212034,0.00022949522571102943,1.0,-0.0,2.0,0,0.0
6324,6,0.23178004378687778,0.0001971533943078141,1.0,-0.0,3.0,0,0.0
4966,6,0.23177741302902255,9.871467314803706e-05,1.0,-0.0,6.0,0,0.0
5024,6,0.23177581418020207,0.00015689007083086182,1.0,-0.0,4.0,0,0.0
6649,6,0.23177531829396292,6.319550881794811e-05,1.0,-0.0,7.0,0,0.0
5113,6,0.2317731284618771,0.00012005761035560614,1.0,-0.0,5.0,0,0.0
1802,6,0.23177158325277386,8.57596148176043e-05,1.0,-0.0,6.0,0,0.0
7495,6,0.23177100659041303,0.00017707073549722008,1.0,-0.0,3.0,0,0.0
8599,6,0.23176852945377685,7.897339482421106e-05,1.0,-0.0,6.0,0,0.0
4144,6,0.23176808575623836,0.00017057999288683234,1.0,-0.0,3.0,0,0.0
6378,6,0.2317679278036599,0.0001393647896260619,1.0,-0.0,4.0,0,0.0
6643,6,0.23176516040691486,4.062242648894543e-05,1.0,-0.0,7.0,0,0.0
7274,6,0.23176471748484517,0.00016309494534638702,1.0,-0.0,3.0,0,0.0
7652,6,0.23176408953498812,6.910690862704794e-05,1.0,-0.0,6.0,0,0.0
8703,6,0.23176225579730514,0.00021935292365249381,1.0,-0.0,1.0,0,0.0
8020,6,0.23176088728710928,3.1126604698727967e-05,1.0,-0.0,7.0,0,0.0
2597,6,0.23175927301558896,2.7539334653603476e-05,1.0,-0.0,7.0,0,0.0
7540,6,0.2317592019694818,8.910984947718692e-05,1.0,-0.0,5.0,0,0.0
7562,6,0.23175846992463733,0.00014921147821789216,1.0,-0.0,3.0,0,0.0
7620,6,0.23175731547320977,8.491763553930554e-05,1.0,-0.0,5.0,0,0.0
629,6,0.23175476421506036,4.83839754542581e-05,1.0,-0.0,6.0,0,0.0
3894,6,0.23175469255374748,4.822472809229428e-05,1.0,-0.0,6.0,0,0.0
7750,6,0.23175304979711644,4.457415780112495e-05,1.0,-0.0,6.0,0,0.0
572,6,0.23175304521392046,1.3699775390230151e-05,1.0,-0.0,7.0,0,0.0
231,6,0.23175303597868196,7.54076476997545e-05,1.0,-0.0,5.0,0,0.0
6313,6,0.23174916016252153,3.5930525367988686e-05,1.0,-0.0,6.0,0,0.0
616,6,0.23174894525397685,4.588753293344183e-06,1.0,-0.0,7.0,0,0.0
7686,6,0.2317470862604981,4.576566738911936e-07,1.0,-0.0,7.0,0,0.0
2320,6,0.23174688088400403,1.2644648661463975e-09,1.0,-0.0,7.0,0,0.0
532,6,0.23174512006289555,5.781672372995317e-05,1.0,-0.0,5.0,0,0.0
5017,6,0.23174474670801698,2.6122848691190192e-05,1.0,-0.0,6.0,0,0.0
5457,6,0.23174414989303382,2.4796593173115333e-05,1.0,-0.0,6.0,0,0.0
1970,6,0.23174184424419456,0.00014312971920926731,1.0,-0.0,2.0,0,0.0
7713,6,0.23174032561064517,1.6298187864971503e-05,1.0,-0.0,6.0,0,0.0
5058,6,0.23173883565317588,1.2987171266520825e-05,1.0,-0.0,6.0,0,0.0
239,6,0.23173866496426282,1.2607862570845896e-05,1.0,-0.0,6.0,0,0.0
4873,6,0.2317368889017016,8.661056879244455e-06,1.0,-0.0,6.0,0,0.0
7524,6,0.23173682611563207,8.521532280258981e-06,1.0,-0.0,6.0,0,0.0
8858,6,0.23173634575995897,7.4540752289520285e-06,1.0,-0.0,6.0,0,0.0
9103,6,0.2317356904741233,5.9978844829666755e-06,1.0,-0.0,6.0,0,0.0
4885,6,0.2317351366496258,4.767163377494832e-06,1.0,-0.0,6.0,0,0.0
1811,6,0.2317347480314298,3.903567386331908e-06,1.0,-0.0,6.0,0,0.0
3243,6,0.23173429705685433,3.3765599193880114e-05,1.0,-0.0,5.0,0,0.0
4967,6,0.2317341188791893,3.336964882716398e-05,1.0,-0.0,5.0,0,0.0
1557,6,0.23173375566474314,1.698308082609401e-06,1.0,-0.0,6.0,0,0.0
5057,6,0.23173363422290275,6.31568323878895e-05,1.0,-0.0,4.0,0,0.0
9000,6,0.23173353429523724,1.2063758473290775e-06,1.0,-0.0,6.0,0,0.0
4807,6,0.23173308637120088,2.1098909985806102e-07,1.0,-0.0,6.0,0,0.0
644,6,0.23173049865102274,2.5324697345951996e-05,1.0,-0.0,5.0,0,0.0
1919,6,0.23172830985157936,2.046069858285815e-05,1.0,-0.0,5.0,0,0.0
6765,6,0.23172764181191835,1.897616600288199e-05,1.0,-0.0,5.0,0,0.0
6330,6,0.23172672019948895,0.00010952073097458825,1.0,-0.0,2.0,0,0.0
8954,6,0.23172645901539496,1.6347729284160728e-05,1.0,-0.0,5.0,0,0.0
5194,6,0.23172219646134576,0.0001303321770761423,1.0,-0.0,1.0,0,0.0
4948,6,0.2317215231577933,3.624335436691606e-05,1.0,-0.0,4.0,0,0.0
4687,6,0.23172135843401495,0.00012846989411874343,1.0,-0.0,1.0,0,0.0
7215,6,0.23172007180178533,2.1539212627930127e-06,1.0,-0.0,5.0,0,0.0
2180,6,0.23171911767871867,3.364778133896351e-08,1.0,-0.0,5.0,0,0.0
6309,6,0.2317189578510734,9.227106782894179e-05,1.0,-0.0,2.0,0,0.0
3279,6,0.23171647519646782,5.5889860063440544e-05,1.0,-0.0,3.0,0,0.0
7843,6,0.23171508599569346,0.00011453114229320605,1.0,-0.0,1.0,0,0.0
198,6,0.23171408537625232,1.9714950942550935e-05,1.0,-0.0,4.0,0,0.0
6829,6,0.23171383866706693,1.9166708308371305e-05,1.0,-0.0,4.0,0,0.0
6371,6,0.2317131498195931,7.936433120603326e-05,1.0,-0.0,2.0,0,0.0
2343,6,0.23171210564993158,1.531555911871152e-05,1.0,-0.0,4.0,0,0.0
1082,6,0.2317108096308691,7.416391181935822e-05,1.0,-0.0,2.0,0,0.0
3117,6,0.2317103825936483,4.235074268665873e-05,1.0,-0.0,3.0,0,0.0
8904,6,0.23170927060551258,7.07438554715667e-05,1.0,-0.0,2.0,0,0.0
7650,6,0.23170904639260967,8.51720951444701e-06,1.0,-0.0,4.0,0,0.0
8642,6,0.2317080377292015,0.0001297325253974968,-0.0,1.0,0.0,0,0.0
874,6,0.2317078128291496,3.66401549117823e-05,1.0,-0.0,3.0,0,0.0
192,6,0.23170728470701832,4.602352644766938e-06,1.0,-0.0,4.0,0,0.0
5056,6,0.23170582136352377,3.221467574332504e-05,1.0,-0.0,3.0,0,0.0
6382,6,0.23170579016448703,1.2811470196938402e-06,1.0,-0.0,4.0,0,0.0
2203,6,0.2317053773895616,3.638694076046889e-07,1.0,-0.0,4.0,0,0.0
7689,6,0.2317052966137821,1.843676754598178e-07,1.0,-0.0,4.0,0,0.0
583,6,0.23170522037759425,1.495392465411527e-08,1.0,-0.0,4.0,0,0.0
1923,6,0.2317041209194877,2.8435911218704923e-05,1.0,-0.0,3.0,0,0.0
6824,6,0.23170267847711615,8.695887878806818e-05,1.0,-0.0,1.0,0,0.0
1946,6,0.23169972277285392,8.03906470941973e-05,1.0,-0.0,1.0,0,0.0
6814,6,0.2316992073604534,1.7516891142488333e-05,1.0,-0.0,3.0,0,0.0
7197,6,0.23169918224513242,1.7461079318104034e-05,1.0,-0.0,3.0,0,0.0
6266,6,0.23169880868526707,4.749514381485742e-05,1.0,-0.0,2.0,0,0.0
767,6,0.23169871353186172,7.814788933380168e-05,1.0,-0.0,1.0,0,0.0
6216,6,0.23169762970754848,7.57393908599191e-05,1.0,-0.0,1.0,0,0.0
5046,6,0.2316975169223667,7.548875712259928e-05,1.0,-0.0,1.0,0,0.0
2251,6,0.23169635895751511,1.1187106835230942e-05,1.0,-0.0,3.0,0,0.0
6662,6,0.23169508477843453,0.0001009481903597731,1.0,-0.0,0.0,0,0.0
9286,6,0.2316949088076197,6.96929465737739e-05,1.0,-0.0,1.0,0,0.0
869,6,0.2316942011864404,6.39206000252468e-06,1.0,-0.0,3.0,0,0.0
1788,6,0.23169326683985642,4.315734260296189e-06,1.0,-0.0,3.0,0,0.0
1566,6,0.23169322239296283,6.594535844739458e-05,1.0,-0.0,1.0,0,0.0
8616,6,0.23169287219710355,9.60313429576587e-05,-0.0,1.0,0.0,0,0.0
8494,6,0.231692610432752,3.372124933687104e-05,1.0,-0.0,2.0,0,0.0
3360,6,0.23169235531885052,3.315432955586228e-05,1.0,-0.0,2.0,0,0.0
7558,6,0.23169183667851076,1.1375979366290423e-06,1.0,-0.0,3.0,0,0.0
1516,6,0.2316915846954108,5.77635492216011e-07,1.0,-0.0,3.0,0,0.0
3102,6,0.2316915633878539,5.302853658406548e-07,1.0,-0.0,3.0,0,0.0
8860,6,0.2316913751190022,1.1191013982170261e-07,1.0,-0.0,3.0,0,0.0
1050,6,0.23169133886397217,3.1343406425854425e-08,1.0,-0.0,3.0,0,0.0
4866,6,0.23169132649019608,3.846126195305999e-09,1.0,-0.0,3.0,0,0.0
3111,6,0.2316893438667633,2.6462213806421886e-05,1.0,-0.0,2.0,0,0.0
540,6,0.2316890258823712,2.5755581824049578e-05,1.0,-0.0,2.0,0,0.0
8352,6,0.23168801912892958,5.438254948464394e-05,1.0,-0.0,1.0,0,0.0
4958,6,0.23168540286198142,4.8568622933120587e-05,1.0,-0.0,1.0,0,0.0
1838,6,0.231683125540628,1.2643711283621961e-05,1.0,-0.0,2.0,0,0.0
3126,6,0.23168270103138913,1.1700357419486274e-05,1.0,-0.0,2.0,0,0.0
3100,6,0.23168253608997932,4.219801848404092e-05,1.0,-0.0,1.0,0,0.0
7251,6,0.23168151267696388,3.992376733863434e-05,1.0,-0.0,1.0,0,0.0
1567,6,0.23168081658022485,7.51268816545636e-06,1.0,-0.0,2.0,0,0.0
3276,6,0.23168060873557464,7.050811165032478e-06,1.0,-0.0,2.0,0,0.0
2106,6,0.2316801808460157,3.696414300924378e-05,1.0,-0.0,1.0,0,0.0
171,6,0.23167928239702926,4.103392175269782e-06,1.0,-0.0,2.0,0,0.0
8634,6,0.23167924733603978,6.575387392704357e-05,-0.0,1.0,0.0,0,0.0
5143,6,0.2316790069185449,3.4912177655499477e-06,1.0,-0.0,2.0,0,0.0
615,6,0.23167833434291474,1.9966052541287027e-06,1.0,-0.0,2.0,0,0.0
