cluster,cluster_size,uncertainty,centroid_uncertainty,host_entropy,short_entropy,time_span,true_attack_alerts,true_attack_ratio
33,6,0.08337372022654724,0.0032139652355485104,-0.0,-0.0,20.0,0,0.0
39,25,0.08308735582613866,0.013751048684935263,-0.0,0.24229218908241482,40.0,0,0.0
8,6,0.08301086687146696,0.0023767602489503936,-0.0,-0.0,21.0,0,0.0
22,6,0.08295168179347628,0.002276102050946416,-0.0,-0.0,20.0,0,0.0
27,6,0.08269890738947816,0.0017143811531727948,-0.0,-0.0,20.0,0,0.0
57,6,0.08261296337309855,0.0016468512402304514,-0.0,-0.0,16.0,0,0.0
3,6,0.08253891558416739,0.0013588438080377463,-0.0,-0.0,20.0,0,0.0
163,6,0.08240610832825612,0.0016501363257658275,-0.0,-0.0,1.0,0,0.0
126,6,0.08230076628300927,0.0008913515338592193,-0.0,-0.0,18.0,0,0.0
16,6,0.08204012265133878,0.00025041506841860794,-0.0,-0.0,20.0,0,0.0
58,6,0.08202096209965837,0.000794255817770817,-0.0,-0.0,1.0,0,0.0
59,6,0.08188175239458606,0.00048490091761010934,-0.0,-0.0,1.0,0,0.0
88,6,0.08185022994959584,4.4480669483704105e-05,-0.0,-0.0,13.0,0,0.0
110,6,0.08181499673026185,0.00033655499688967083,-0.0,-0.0,1.0,0,0.0
151,6,0.08178400108012632,0.00014421898424277213,-0.0,-0.0,5.0,0,0.0
119,6,0.08174861942436734,0.00018904987267964746,-0.0,-0.0,1.0,0,0.0
51,6,0.08174174332153818,1.944865651604122e-05,-0.0,-0.0,6.0,0,0.0
48,6,0.08173243946602317,0.00015309440969257793,-0.0,-0.0,1.0,0,0.0
64,6,0.08164965809277262,0.0,-0.0,-0.0,0.0,0,0.0
47,6,0.08164965809277253,-2.220446049250313e-16,-0.0,-0.0,0.0,0,0.0
158,9,0.0672132903400358,0.0005048427309437553,-0.0,-0.0,23.0,0,0.0
122,9,0.06707050384208418,0.00028013199475496187,-0.0,-0.0,20.0,0,0.0
46,12,0.06027784276820499,0.005588973492143601,-0.0,-0.0,2.0,0,0.0
165,12,0.05923212952641849,0.002092326782000775,-0.0,-0.0,40.0,0,0.0
111,12,0.05834722711975677,6.414859435743825e-05,-0.0,-0.0,42.0,0,0.0
97,12,0.058157958993840304,0.0008781206602220815,-0.0,-0.0,2.0,0,0.0
154,12,0.05807759853041826,0.0007304060501484022,-0.0,-0.0,1.0,0,0.0
81,12,0.0580094406082273,0.0005480798033042911,-0.0,-0.0,2.0,0,0.0
128,12,0.05796635228034161,0.00011282179071880893,-0.0,-0.0,13.0,0,0.0
169,12,0.057777077271902594,6.25810312246955e-05,-0.0,-0.0,1.0,0,0.0
61,12,0.057764783070247426,3.526058310210356e-05,-0.0,-0.0,1.0,0,0.0
142,12,0.05773502691896259,0.0,-0.0,-0.0,0.0,0,0.0
52,12,0.05773502691896259,0.0,-0.0,-0.0,0.0,0,0.0
157,12,0.05773502691896259,0.0,-0.0,-0.0,0.0,0,0.0
86,12,0.05773502691896249,-2.220446049250313e-16,-0.0,-0.0,0.0,0,0.0
54,15,0.0526310036688655,0.0012459336975060298,-0.0,-0.0,31.0,0,0.0
53,18,0.048409004493118316,0.00041159795707068625,-0.0,-0.0,78.0,0,0.0
